X,Y,L
-174157.3720938921,744548.3449760149,n704
-174158.23057269515,744551.2563751797,n705
-174150.36474179215,744537.0279663827,n706
-174149.88430254202,744540.6843111793,n707
-174213.2727620076,744463.4266707592,n708
-174218.028062783,744487.1529148815,n709
-174210.56558755095,744488.8318987318,n710
-174210.39950817334,744492.96404364,n711
-174210.0038787243,744488.9582776717,n712
-174292.06071230397,744764.0983244607,n713
-174292.30300775453,744766.9684919125,n714
-174288.12092646505,744767.0864308261,n715
-174514.39846547702,743938.3903398194,n716
-174523.88597730658,743937.7547577436,n717
-174527.48710112902,743972.6093573206,n718
-174530.99643085204,743972.2412280967,n719
-174524.64297697667,743939.468179491,n720
-174524.07819623622,743938.6756706431,n721
-174524.49170247364,743938.687859588,n722
-174481.84679991598,743802.092639776,n723
-174500.57850395227,743780.3272545687,n724
-174500.46066634075,743777.7412886943,n725
-174502.87706749426,743808.7758163604,n726
-174505.26165152434,743807.3953772979,n727
-174505.1901873896,743788.728235622,n728
-174504.96669601748,743779.3310545258,n729
-174502.22928004444,743778.4036192812,n730
-174502.1503137713,743778.376865543,n731
-174290.62095619654,744830.0522511841,n732
-174290.56906712183,744826.3312599186,n733
-174290.60804467543,744834.5174657704,n734
-174261.29755898227,744030.5464669634,n735
-174309.75400185722,743986.6710311945,n736
-174653.1089841546,744556.9862459775,n737
-174640.2787434081,744542.1315841196,n738
-174290.59542626506,744838.8812873901,n739
-174290.5761872831,744838.8812310164,n740
-174247.24298697215,744838.7542396205,n741
-174290.54875055124,744838.8811506217,n742
-174282.137741108,744767.2551621306,n743
-174271.03211212953,744767.5683492799,n744
-174209.81200665815,744488.9989107372,n745
-174199.72328572808,744491.1354148986,n746
-174209.4247079402,744489.0809296289,n747
-174197.49131566015,744483.0565970493,n748
-174158.97959659027,744553.796574776,n749
-174159.2332804962,744554.6569048049,n750
-174392.0695524493,743878.6311221422,n751
-174392.44536608638,743878.5975515512,n752
-174391.5246040282,743878.6862606087,n753
-174391.39387379558,743878.6986102308,n754
-174460.91024893147,744660.0837071771,n755
-174409.58368773022,744631.5250625727,n756
-174348.674439193,744665.8974458134,n757
-174414.04621118322,744765.9102854612,n758
-174193.03880380702,745024.3063306218,n759
-174184.8222387226,745022.8924864598,n760
-174178.65584872037,745021.9134227453,n761
-174181.80257310366,745022.4127188093,n762
-174178.21442568136,745021.7850618506,n763
-174184.77504899286,745022.8843664057,n764
-174249.83707837178,745011.5189814881,n765
-174439.83525387655,744943.9370799395,n766
-174257.52716559605,744574.8778527837,n767
-174253.75959832696,744575.5560222343,n768
-174251.52270564882,744575.9586671431,n769
-174251.4452375997,744575.9737066365,n770
-174248.21329405042,744576.6011496347,n771
-174286.36370705956,744688.5035102596,n772
-174366.84065280878,744848.8236968857,n773
-174173.9229339266,744655.692468789,n774
-174288.01573139694,744664.8570542843,n775
-174288.86232091702,744670.1251152058,n776
-174287.59504133524,744662.2392321024,n777
-174286.34112902425,744654.4365296814,n778
-174144.30414981782,744911.6797760047,n779
-174142.0901811233,744911.6807528565,n780
-174140.34938415582,744911.6815208714,n781
-174450.66677557674,744541.1872667049,n782
-174418.29081193858,744796.8640180468,n783
-174385.94062645378,744875.2431787576,n784
-174391.13625750903,743878.7229463293,n785
