X,Y,L
-174333.5963613121,744729.0372174681,n140
-174331.60167323344,744729.1828865064,n141
-174329.05166283692,744729.3691098895,n142
-174327.0554720345,744729.492488495,n143
-174325.05928123207,744729.6158671004,n144
-174323.0630904296,744729.7392457058,n145
-174321.06689962719,744729.8626243112,n146
-174319.07070882476,744729.9860029167,n147
-174317.07451802233,744730.1093815222,n148
-174315.07832721988,744730.2327601276,n149
-174313.08213641745,744730.356138733,n150
-174311.08594561502,744730.4795173384,n151
-174309.0897548126,744730.6028959439,n152
-174307.09356401017,744730.7262745494,n153
-174305.0973732077,744730.8496531548,n154
-174303.10118240528,744730.9730317602,n155
-174301.10499160286,744731.0964103657,n156
-174299.10880080043,744731.2197889711,n157
-174297.112609998,744731.3431675766,n158
-174295.11641919555,744731.466546182,n159
-174293.12022839312,744731.5899247874,n160
-174291.1240375907,744731.7133033929,n161
-174288.12987657645,744731.8983635635,n162
-174286.1328810746,744732.0079489892,n163
-174284.13588557273,744732.1175344149,n164
-174282.13889007084,744732.2271198404,n165
-174280.14189456898,744732.3367052661,n166
-174278.14489906712,744732.4462906918,n167
-174276.14790356526,744732.5558761175,n168
-174273.43011277282,744732.7050152922,n169
-174271.43331395066,744732.8181279077,n170
-174268.5313491777,744732.9825154375,n171
-174266.5345503178,744733.0956273869,n172
-174264.53775145792,744733.2087393365,n173
-174262.540952598,744733.3218512859,n174
-174260.54415373813,744733.4349632354,n175
-174258.54735487822,744733.5480751848,n176
-174256.5505560183,744733.6611871343,n177
-174254.55375715843,744733.7742990837,n178
-174252.55695829852,744733.8874110332,n179
-174250.56015943864,744734.0005229827,n180
-174248.56336057873,744734.1136349321,n181
-174246.56656171882,744734.2267468816,n182
-174244.56976285894,744734.339858831,n183
-174242.57296399903,744734.4529707805,n184
-174240.57616513912,744734.56608273,n185
-174237.51383550427,744734.7395534194,n186
-174235.51920420135,744734.8859978301,n187
-174233.52457289843,744735.0324422409,n188
-174231.52994159554,744735.1788866515,n189
-174229.53531029262,744735.3253310623,n190
-174227.5406789897,744735.471775473,n191
-174225.54604768677,744735.6182198838,n192
-174223.55141638388,744735.7646642944,n193
-174221.55678508096,744735.9111087052,n194
-174218.40411551288,744736.1425754612,n195
-174216.40539463586,744736.2140936812,n196
-174214.40667375884,744736.2856119012,n197
-174212.40795288185,744736.3571301213,n198
-174210.40923200484,744736.4286483413,n199
-174208.41051112782,744736.5001665613,n200
-174206.4117902508,744736.5716847813,n201
-174203.37997202468,744736.6801692854,n202
-174201.3801955696,744736.710071288,n203
-174199.38041911455,744736.7399732907,n204
-174197.38064265947,744736.7698752934,n205
-174195.38086620442,744736.799777296,n206
-174193.38108974934,744736.8296792987,n207
-174191.3813132943,744736.8595813015,n208
-174189.3815368392,744736.8894833041,n209
-174187.38176038416,744736.9193853068,n210
-174185.38198392908,744736.9492873094,n211
-174182.8001298374,744736.9878929284,n212
-174180.80734846098,744737.1576644978,n213
-174178.81456708454,744737.3274360673,n214
-174176.82178570813,744737.4972076367,n215
-174174.8290043317,744737.6669792063,n216
-174172.8362229553,744737.8367507757,n217
-174170.84344157885,744738.0065223451,n218
-174168.85066020244,744738.1762939146,n219
-174166.3893345648,744738.3859823035,n220
-174164.39689405853,744738.5597086085,n221
-174162.4044535523,744738.7334349134,n222
-174160.41201304604,744738.9071612185,n223
-174156.92423949746,744739.211269677,n224
-174154.94604366773,744739.5057883678,n225
-174152.96784783798,744739.8003070585,n226
-174150.98965200825,744740.0948257493,n227
-174149.0114561785,744740.3893444401,n228
-174147.03326034878,744740.6838631309,n229
-174145.05506451902,744740.9783818215,n230
-174142.766902002,744741.3190491198,n231
-174484.40670390733,744735.9559498772,n232
-174484.23314005122,744737.9484045411,n233
-174484.05957619514,744739.940859205,n234
-174483.88601233903,744741.9333138689,n235
-174483.71244848293,744743.9257685329,n236
-174483.47377235207,744746.6656902008,n237
-174483.8150474629,744748.6363579299,n238
-174484.15632257372,744750.6070256591,n239
-174484.49759768456,744752.5776933882,n240
-174484.8388727954,744754.5483611174,n241
-174485.1801479062,744756.5190288465,n242
-174485.52142301705,744758.4896965757,n243
-174485.8626981279,744760.4603643048,n244
-174486.20397323873,744762.431032034,n245
-174486.55893864768,744764.4807533708,n246
-174486.89663988908,744766.4520366766,n247
-174487.23434113048,744768.4233199824,n248
-174487.57204237184,744770.394603288,n249
-174487.90974361324,744772.3658865938,n250
-174488.24744485464,744774.3371698996,n251
-174488.58514609604,744776.3084532054,n252
-174488.9228473374,744778.2797365111,n253
-174489.2605485788,744780.2510198168,n254
-174489.5982498202,744782.2223031226,n255
-174490.01034957782,744784.6278772601,n256
-174490.11637612217,744786.6250648757,n257
-174490.2224026665,744788.6222524913,n258
-174490.32842921084,744790.6194401069,n259
-174490.43445575517,744792.6166277225,n260
-174490.54048229952,744794.6138153381,n261
-174490.64650884384,744796.6110029537,n262
-174490.7525353882,744798.6081905693,n263
-174490.85856193252,744800.6053781848,n264
-174490.96458847687,744802.6025658004,n265
-174491.0706150212,744804.599753416,n266
-174491.17664156554,744806.5969410316,n267
-174491.2826681099,744808.5941286472,n268
-174491.4876633431,744812.4555573453,n269
-174491.52559623058,744814.4551975869,n270
-174491.56352911808,744816.4548378286,n271
-174491.60146200555,744818.4544780703,n272
-174491.63939489302,744820.4541183119,n273
-174491.67732778052,744822.4537585536,n274
-174491.715260668,744824.4533987952,n275
-174491.75319355546,744826.4530390368,n276
-174491.79112644293,744828.4526792786,n277
-174491.82905933043,744830.4523195202,n278
-174491.8669922179,744832.4519597619,n279
-174491.90492510537,744834.4516000035,n280
-174491.94285799286,744836.4512402451,n281
-174491.99519980903,744839.2104502313,n282
-174491.84266660598,744841.2046251539,n283
-174491.69013340294,744843.1988000765,n284
-174491.5376001999,744845.1929749992,n285
-174491.38506699685,744847.1871499218,n286
-174491.2325337938,744849.1813248444,n287
-174491.08000059077,744851.175499767,n288
-174490.92746738772,744853.1696746896,n289
-174490.77493418468,744855.1638496122,n290
-174490.62240098164,744857.1580245348,n291
-174490.4698677786,744859.1521994574,n292
-174490.31733457555,744861.1463743801,n293
-174490.1648013725,744863.1405493027,n294
-174490.01226816946,744865.1347242253,n295
-174489.85973496642,744867.1288991479,n296
-174489.70720176338,744869.1230740704,n297
-174489.55466856033,744871.1172489931,n298
-174489.4021353573,744873.1114239157,n299
-174489.10548746164,744876.9897125937,n300
-174488.6257970676,744878.931334886,n301
-174488.14610667352,744880.8729571783,n302
-174487.66641627948,744882.8145794705,n303
-174486.86240796122,744886.068929554,n304
-174486.38271720742,744888.0105517574,n305
-174485.9030264536,744889.9521739607,n306
-174485.4233356998,744891.8937961642,n307
-174484.94364494598,744893.8354183675,n308
-174484.46395419218,744895.777040571,n309
-174483.98426343838,744897.7186627743,n310
-174483.50457268456,744899.6602849778,n311
-174483.02488193076,744901.6019071811,n312
-174482.54519117693,744903.5435293845,n313
-174482.06550042314,744905.4851515879,n314
-174481.5858096693,744907.4267737913,n315
-174481.10611891552,744909.3683959947,n316
-174480.62642816172,744911.3100181981,n317
-174480.1467374079,744913.2516404014,n318
-174479.6670466541,744915.1932626049,n319
-174479.18735590027,744917.1348848082,n320
-174478.70766514647,744919.0765070117,n321
-174478.18230604538,744921.2029788841,n322
-174477.70261467047,744923.144600934,n323
-174477.22292329554,744925.086222984,n324
-174476.74323192064,744927.0278450339,n325
-174476.26354054574,744928.9694670839,n326
-174475.7838491708,744930.9110891338,n327
-174475.3041577959,744932.8527111838,n328
-174474.824466421,744934.7943332337,n329
-174474.34477504608,744936.7359552836,n330
-174473.86508367117,744938.6775773336,n331
-174473.38539229624,744940.6191993835,n332
-174472.90570092134,744942.5608214336,n333
-174472.42600954644,744944.5024434834,n334
-174471.9463181715,744946.4440655333,n335
-174471.4666267966,744948.3856875834,n336
-174470.9869354217,744950.3273096333,n337
-174470.50724404678,744952.2689316833,n338
-174470.02755267188,744954.2105537332,n339
-174469.54786129697,744956.1521757832,n340
-174469.06816992204,744958.0937978331,n341
-174468.58847854714,744960.035419883,n342
-174468.00422796758,744962.4002608355,n343
-174467.15864253746,744964.2127136709,n344
-174466.31305710736,744966.0251665063,n345
-174465.46747167723,744967.8376193416,n346
-174464.6218862471,744969.6500721769,n347
-174463.776300817,744971.4625250123,n348
-174462.93071538687,744973.2749778477,n349
-174462.08512995677,744975.087430683,n350
-174461.23954452664,744976.8998835183,n351
-174460.39395909652,744978.7123363537,n352
-174459.54837366642,744980.5247891891,n353
-174458.7027882363,744982.3372420244,n354
-174457.85720280616,744984.1496948597,n355
-174457.01161737606,744985.9621476951,n356
-174456.16603194593,744987.7746005305,n357
-174455.3204465158,744989.5870533658,n358
-174454.4748610857,744991.3995062012,n359
-174453.62927565558,744993.2119590365,n360
-174452.78369022545,744995.0244118719,n361
-174451.82605433027,744997.0770369901,n362
-174450.74265327404,744998.7581800986,n363
-174449.65925221777,745000.4393232071,n364
-174448.57585116153,745002.1204663157,n365
-174447.49245010526,745003.8016094242,n366
-174446.40904904902,745005.4827525327,n367
-174445.32564799275,745007.1638956412,n368
-174444.2422469365,745008.8450387497,n369
-174443.15884588024,745010.5261818583,n370
-174442.075444824,745012.2073249667,n371
-174440.99204376774,745013.8884680752,n372
-174439.9086427115,745015.5696111837,n373
-174438.82524165523,745017.2507542922,n374
-174437.741840599,745018.9318974008,n375
-174436.65843954272,745020.6130405093,n376
-174435.57503848648,745022.2941836178,n377
-174434.49163743024,745023.9753267263,n378
-174433.40823637397,745025.6564698349,n379
-174432.32483531773,745027.3376129434,n380
-174431.24143426146,745029.0187560519,n381
-174430.15803320523,745030.6998991604,n382
-174429.07463214896,745032.381042269,n383
-174427.99123109272,745034.0621853775,n384
-174426.90783003645,745035.743328486,n385
-174425.8244289802,745037.4244715945,n386
-174424.74102792394,745039.105614703,n387
-174423.6576268677,745040.7867578114,n388
-174422.57422581143,745042.46790092,n389
-174421.4908247552,745044.1490440285,n390
-174420.40742369895,745045.830187137,n391
-174419.3240226427,745047.5113302455,n392
-174418.24062158645,745049.192473354,n393
-174417.15722053018,745050.8736164626,n394
-174416.07381947394,745052.5547595711,n395
-174414.99041841767,745054.2359026796,n396
-174413.90701736143,745055.9170457881,n397
-174412.82361630516,745057.5981888967,n398
-174411.74021524892,745059.2793320052,n399
-174410.65681419265,745060.9604751137,n400
-174409.57341313642,745062.6416182222,n401
-174408.49001208015,745064.3227613308,n402
-174407.4066110239,745066.0039044393,n403
-174406.32320996764,745067.6850475478,n404
-174405.2398089114,745069.3661906563,n405
-174404.15640785516,745071.0473337647,n406
-174403.0730067989,745072.7284768732,n407
-174401.98960574265,745074.4096199818,n408
-174400.90620468638,745076.0907630903,n409
-174399.82280363014,745077.7719061988,n410
-174398.73940257388,745079.4530493073,n411
-174397.65600151764,745081.1341924159,n412
-174396.57260046137,745082.8153355244,n413
-174395.48919940513,745084.4964786329,n414
-174394.40579834886,745086.1776217414,n415
-174393.32239729262,745087.85876485,n416
-174392.23899623635,745089.5399079585,n417
-174391.1555951801,745091.221051067,n418
-174390.07219412384,745092.9021941755,n419
-174388.9887930676,745094.583337284,n420
-174387.90539201137,745096.2644803926,n421
-174386.8219909551,745097.9456235011,n422
-174385.73858989886,745099.6267666095,n423
-174384.6551888426,745101.307909718,n424
-174383.57178778635,745102.9890528265,n425
-174382.48838673008,745104.6701959351,n426
-174381.40498567384,745106.3513390436,n427
-174380.32158461757,745108.0324821521,n428
-174379.23818356133,745109.7136252606,n429
-174378.15478250507,745111.3947683692,n430
-174377.07138144883,745113.0759114777,n431
-174375.98798039256,745114.7570545862,n432
-174374.90457933632,745116.4381976947,n433
-174373.82117828005,745118.1193408032,n434
-174372.7377772238,745119.8004839118,n435
-174371.65437616757,745121.4816270203,n436
-174370.5709751113,745123.1627701288,n437
-174369.48757405506,745124.8439132373,n438
-174368.4041729988,745126.5250563459,n439
-174367.32077194256,745128.2061994543,n440
-174366.2373708863,745129.8873425628,n441
-174365.15396983005,745131.5684856713,n442
-174363.43323637455,745134.2385949292,n443
-174361.65327079155,745133.3266067038,n444
-174359.87330520854,745132.4146184784,n445
-174358.09333962554,745131.502630253,n446
-174356.31337404254,745130.5906420276,n447
-174354.53340845954,745129.678653802,n448
-174352.75344287654,745128.7666655766,n449
-174350.9734772935,745127.8546773512,n450
-174349.1935117105,745126.9426891258,n451
-174347.4135461275,745126.0307009004,n452
-174345.6335805445,745125.118712675,n453
-174343.8536149615,745124.2067244495,n454
-174342.0736493785,745123.2947362241,n455
-174340.2936837955,745122.3827479987,n456
-174338.5137182125,745121.4707597733,n457
-174336.7337526295,745120.5587715477,n458
-174334.95378704648,745119.6467833223,n459
-174333.17382146348,745118.7347950969,n460
-174331.39385588048,745117.8228068715,n461
-174329.61389029748,745116.9108186461,n462
-174327.83392471448,745115.9988304207,n463
-174326.05395913144,745115.0868421952,n464
-174324.27399354844,745114.1748539698,n465
-174322.49402796544,745113.2628657444,n466
-174320.71406238244,745112.3508775189,n467
-174318.93409679944,745111.4388892935,n468
-174317.15413121643,745110.526901068,n469
-174315.37416563343,745109.6149128426,n470
-174313.59420005043,745108.7029246172,n471
-174311.81423446743,745107.7909363918,n472
-174310.03426888442,745106.8789481664,n473
-174307.5065661131,745105.5838471898,n474
-174305.81424972613,745104.5179835745,n475
-174304.12193333916,745103.4521199592,n476
-174301.9310958014,745102.0722751284,n477
-174300.2387795984,745101.0064112211,n478
-174298.5464633954,745099.9405473137,n479
-174296.8541471924,745098.8746834063,n480
-174295.1618309894,745097.8088194989,n481
-174293.46951478644,745096.7429555915,n482
-174291.77719858344,745095.6770916841,n483
-174290.08488238044,745094.6112277767,n484
-174288.39256617744,745093.5453638693,n485
-174285.81814312344,745091.9239265689,n486
-174284.1258271532,745090.858062292,n487
-174282.433511183,745089.792198015,n488
-174280.74119521276,745088.7263337381,n489
-174279.04887924253,745087.6604694611,n490
-174277.3565632723,745086.5946051842,n491
-174274.49726353277,745084.7937444092,n492
-174272.90144640047,745083.5881874092,n493
-174271.3056292682,745082.3826304092,n494
-174269.59580951097,745081.0909503442,n495
-174267.99999274398,745079.8853928606,n496
-174266.40417597696,745078.6798353771,n497
-174264.80835920997,745077.4742778935,n498
-174263.21254244298,745076.26872041,n499
-174261.61672567597,745075.0631629265,n500
-174260.02090890898,745073.8576054429,n501
-174258.425092142,745072.6520479593,n502
-174256.82927537497,745071.4464904758,n503
-174255.23345860798,745070.2409329922,n504
-174253.637641841,745069.0353755086,n505
-174252.04182507397,745067.8298180251,n506
-174250.446008307,745066.6242605415,n507
-174248.85019154,745065.4187030579,n508
-174247.25437477298,745064.2131455744,n509
-174245.658558006,745063.0075880908,n510
-174244.062741239,745061.8020306072,n511
-174242.46692447198,745060.5964731238,n512
-174240.871107705,745059.3909156402,n513
-174239.275290938,745058.1853581566,n514
-174237.679474171,745056.9798006731,n515
-174235.23279434527,745055.1314599144,n516
-174233.63697796967,745053.9259019127,n517
-174232.04116159404,745052.7203439111,n518
-174230.44534521844,745051.5147859094,n519
-174227.5232567158,745049.3072968589,n520
-174225.92744048283,745048.1017386684,n521
-174224.33162424984,745046.8961804779,n522
-174222.73580801688,745045.6906222875,n523
-174219.89813896647,745043.5469073065,n524
-174450.07629646442,744996.1083536512,n525
-174448.3265385986,744995.1396703124,n526
-174446.57678073275,744994.1709869736,n527
-174444.82702286693,744993.2023036347,n528
-174443.07726500108,744992.2336202959,n529
-174441.32750713523,744991.264936957,n530
-174439.5777492694,744990.2962536183,n531
-174437.82799140355,744989.3275702795,n532
-174436.0782335377,744988.3588869406,n533
-174434.32847567188,744987.3902036018,n534
-174432.57871780603,744986.421520263,n535
-174430.8289599402,744985.4528369241,n536
-174429.07920207435,744984.4841535853,n537
-174427.3294442085,744983.5154702464,n538
-174425.57968634268,744982.5467869076,n539
-174423.82992847683,744981.5781035688,n540
-174422.080170611,744980.6094202299,n541
-174420.33041274516,744979.6407368911,n542
-174418.5806548793,744978.6720535522,n543
-174416.83089701348,744977.7033702134,n544
-174415.08113914763,744976.7346868747,n545
-174413.3313812818,744975.7660035358,n546
-174410.37201894773,744974.1276711456,n547
-174408.57863150386,744973.2423681036,n548
-174406.78524406,744972.3570650616,n549
-174404.99185661614,744971.4717620196,n550
-174403.1984691723,744970.5864589775,n551
-174401.40508172842,744969.7011559355,n552
-174399.61169428457,744968.8158528935,n553
-174397.8183068407,744967.9305498515,n554
-174396.02491939685,744967.0452468095,n555
-174394.23153195297,744966.1599437675,n556
-174392.4381445091,744965.2746407255,n557
-174390.64475706525,744964.3893376834,n558
-174388.85136962138,744963.5040346414,n559
-174387.05798217753,744962.6187315994,n560
-174385.26459473366,744961.7334285574,n561
-174383.4712072898,744960.8481255154,n562
-174381.67781984594,744959.9628224734,n563
-174379.8844324021,744959.0775194314,n564
-174378.09104495822,744958.1922163893,n565
-174376.29765751434,744957.3069133473,n566
-174374.5042700705,744956.4216103053,n567
-174372.71088262662,744955.5363072633,n568
-174370.91749518277,744954.6510042213,n569
-174369.1241077389,744953.7657011793,n570
-174367.33072029505,744952.8803981373,n571
-174365.35068423365,744951.9029562831,n572
-174363.58100625232,744950.9711623989,n573
-174361.811328271,744950.0393685149,n574
-174360.04165028967,744949.1075746308,n575
-174358.27197230837,744948.1757807467,n576
-174356.50229432705,744947.2439868626,n577
-174354.73261634572,744946.3121929786,n578
-174352.9629383644,744945.3803990944,n579
-174351.19326038306,744944.4486052104,n580
-174349.42358240174,744943.5168113263,n581
-174347.65390442044,744942.5850174422,n582
-174345.8842264391,744941.6532235581,n583
-174344.1145484578,744940.7214296741,n584
-174342.34487047646,744939.7896357899,n585
-174340.57519249513,744938.8578419058,n586
-174338.8055145138,744937.9260480218,n587
-174337.0358365325,744936.9942541376,n588
-174334.61218674216,744935.7181225049,n589
-174332.8797243856,744934.7188356676,n590
-174331.14726202903,744933.7195488304,n591
-174329.41479967246,744932.7202619931,n592
-174327.6823373159,744931.720975156,n593
-174325.94987495933,744930.7216883186,n594
-174324.21741260277,744929.7224014815,n595
-174322.4849502462,744928.7231146442,n596
-174320.75248788964,744927.723827807,n597
-174319.02002553307,744926.7245409697,n598
-174317.2875631765,744925.7252541325,n599
-174315.55510081994,744924.7259672952,n600
-174313.82263846337,744923.7266804579,n601
-174312.0901761068,744922.7273936208,n602
-174310.35771375024,744921.7281067835,n603
-174308.62525139368,744920.7288199463,n604
-174306.8927890371,744919.729533109,n605
-174305.16032668055,744918.7302462718,n606
-174303.42786432398,744917.7309594345,n607
-174301.69540196742,744916.7316725974,n608
-174299.96293961085,744915.73238576,n609
-174298.23047725428,744914.7330989229,n610
-174296.49801489772,744913.7338120856,n611
-174294.76555254115,744912.7345252483,n612
-174293.0330901846,744911.7352384111,n613
-174291.30062782802,744910.7359515738,n614
-174289.56816547146,744909.7366647366,n615
-174287.8357031149,744908.7373778993,n616
-174286.10324075833,744907.7380910622,n617
-174284.37077840176,744906.7388042249,n618
-174282.6383160452,744905.7395173877,n619
-174280.90585368863,744904.7402305504,n620
-174279.17339133206,744903.7409437131,n621
-174277.4409289755,744902.7416568759,n622
-174275.70846661893,744901.7423700386,n623
-174272.94589285404,744900.1489134249,n624
-174271.17807615624,744899.2135930932,n625
-174269.41025945844,744898.2782727615,n626
-174267.6424427606,744897.3429524298,n627
-174265.8746260628,744896.407632098,n628
-174264.106809365,744895.4723117662,n629
-174262.3389926672,744894.5369914345,n630
-174260.57117596938,744893.6016711028,n631
-174258.80335927158,744892.6663507711,n632
-174257.03554257378,744891.7310304394,n633
-174255.26772587598,744890.7957101075,n634
-174253.49990917815,744889.8603897758,n635
-174251.73209248035,744888.9250694441,n636
-174249.96427578255,744887.9897491124,n637
-174248.19645908475,744887.0544287807,n638
-174246.42864238695,744886.119108449,n639
-174244.66082568912,744885.1837881171,n640
-174242.89300899132,744884.2484677854,n641
-174241.12519229352,744883.3131474537,n642
-174239.35737559572,744882.377827122,n643
-174237.5895588979,744881.4425067903,n644
-174235.8217422001,744880.5071864586,n645
-174234.0539255023,744879.5718661267,n646
-174231.82617376588,744878.3932023571,n647
-174230.0583575432,744877.4578811274,n648
-174228.29054132052,744876.5225598976,n649
-174226.52272509784,744875.5872386679,n650
-174224.75490887515,744874.6519174381,n651
-174222.98709265247,744873.7165962083,n652
-174221.2192764298,744872.7812749785,n653
-174219.4514602071,744871.8459537488,n654
-174217.68364398443,744870.910632519,n655
-174215.91582776175,744869.9753112893,n656
-174214.1480115391,744869.0399900596,n657
-174210.62667751464,744867.1769126492,n658
-174208.86176145892,744866.2361303597,n659
-174207.0968454032,744865.2953480702,n660
-174205.33192934745,744864.3545657807,n661
-174203.56701329173,744863.4137834911,n662
-174201.802097236,744862.4730012016,n663
-174200.0371811803,744861.5322189122,n664
-174198.27226512454,744860.5914366227,n665
-174196.50734906882,744859.6506543332,n666
-174194.7424330131,744858.7098720437,n667
-174192.97751695738,744857.7690897542,n668
-174191.21260090164,744856.8283074647,n669
-174189.44768484592,744855.8875251751,n670
-174187.6827687902,744854.9467428856,n671
-174185.91785273448,744854.0059605961,n672
-174184.15293667873,744853.0651783067,n673
-174182.388020623,744852.1243960172,n674
-174180.6231045673,744851.1836137277,n675
-174178.85818851157,744850.2428314382,n676
-174177.09327245582,744849.3020491487,n677
-174175.3283564001,744848.3612668591,n678
-174173.56344034438,744847.4204845696,n679
-174171.79852428866,744846.4797022801,n680
-174170.03360823292,744845.5389199906,n681
-174168.2686921772,744844.5981377012,n682
-174166.50377612148,744843.6573554117,n683
-174164.73886006576,744842.7165731222,n684
-174162.97394401,744841.7757908327,n685
-174161.2090279543,744840.8350085431,n686
-174159.44411189857,744839.8942262536,n687
-174157.67919584285,744838.9534439641,n688
-174155.91427978713,744838.0126616746,n689
-174154.14936373138,744837.0718793852,n690
-174152.38444767566,744836.1310970957,n691
-174150.61953161994,744835.1903148062,n692
-174148.85461556423,744834.2495325167,n693
-174147.08969950848,744833.3087502271,n694
-174145.32478345276,744832.3679679376,n695
-174143.55986739704,744831.4271856481,n696
-174141.79495134132,744830.4864033586,n697
-174139.53312118695,744829.2807427584,n698
-174137.60822575513,744828.7378085299,n699
-174135.6833303233,744828.1948743013,n700
-174133.7584348915,744827.6519400727,n701
-174131.83353945968,744827.1090058441,n702
-174129.90864402786,744826.5660716156,n703
