X,Y,L
-174318.72649509288,744459.9152821602,n3317
-174316.72793465637,744459.8394126558,n3318
-174314.72937421987,744459.7635431516,n3319
-174312.7308137834,744459.6876736473,n3320
-174310.73225334688,744459.6118041431,n3321
-174308.7336929104,744459.5359346388,n3322
-174306.7351324739,744459.4600651346,n3323
-174304.7365720374,744459.3841956303,n3324
-174302.73801160092,744459.3083261261,n3325
-174300.7394511644,744459.2324566217,n3326
-174298.74089072793,744459.1565871175,n3327
-174296.74233029142,744459.0807176132,n3328
-174294.01569046368,744458.9772087034,n3329
-174292.04851532652,744459.3380715302,n3330
-174290.08134018938,744459.698934357,n3331
-174288.11416505222,744460.0597971838,n3332
-174286.14698991505,744460.4206600107,n3333
-174284.17981477792,744460.7815228374,n3334
-174282.21263964075,744461.1423856642,n3335
-174280.24546450362,744461.503248491,n3336
-174278.27828936646,744461.8641113178,n3337
-174276.3111142293,744462.2249741446,n3338
-174274.34393909216,744462.5858369714,n3339
-174272.376763955,744462.9466997982,n3340
-174270.40958881783,744463.307562625,n3341
-174268.4424136807,744463.6684254517,n3342
-174327.58605172584,744483.8784945861,n3343
-174328.03485296495,744485.8274885439,n3344
-174328.48365420403,744487.7764825019,n3345
-174328.93245544314,744489.7254764597,n3346
-174329.38125668225,744491.6744704176,n3347
-174329.83005792135,744493.6234643754,n3348
-174330.27885916043,744495.5724583333,n3349
-174330.72766039954,744497.5214522912,n3350
-174447.01920145104,744159.977296535,n3351
-174445.02647817665,744160.1477487326,n3352
-174443.03375490222,744160.31820093,n3353
-174441.04103162783,744160.4886531276,n3354
-174439.0483083534,744160.659105325,n3355
-174437.055585079,744160.8295575225,n3356
-174435.0628618046,744161.00000972,n3357
-174433.0701385302,744161.1704619174,n3358
-174431.07741525577,744161.340914115,n3359
-174429.08469198138,744161.5113663124,n3360
-174427.09196870695,744161.6818185099,n3361
-174425.09924543256,744161.8522707074,n3362
-174423.10652215814,744162.0227229049,n3363
-174421.1137988837,744162.1931751024,n3364
-174419.12107560932,744162.3636272998,n3365
-174417.1283523349,744162.5340794973,n3366
-174415.1356290605,744162.7045316948,n3367
-174413.14290578608,744162.8749838923,n3368
-174411.1501825117,744163.0454360897,n3369
-174409.15745923726,744163.2158882873,n3370
-174407.16473596287,744163.3863404847,n3371
-174405.17201268845,744163.5567926823,n3372
-174402.3955015847,744163.7942879858,n3373
-174450.95407391078,744159.3292916787,n3374
-174452.89622309606,744158.8517390197,n3375
-174454.83837228137,744158.3741863609,n3376
-174456.78052146666,744157.896633702,n3377
-174458.72267065197,744157.4190810431,n3378
-174460.6648198373,744156.9415283841,n3379
-174462.60696902257,744156.4639757252,n3380
-174464.54911820788,744155.9864230664,n3381
-174466.49126739317,744155.5088704075,n3382
-174468.43341657848,744155.0313177485,n3383
-174470.3755657638,744154.5537650896,n3384
-174472.31771494908,744154.0762124307,n3385
-174474.2598641344,744153.5986597718,n3386
-174476.2020133197,744153.1211071128,n3387
-174478.144162505,744152.643554454,n3388
-174480.0863116903,744152.1660017951,n3389
-174482.0284608756,744151.6884491362,n3390
-174483.9706100609,744151.2108964772,n3391
-174485.91275924622,744150.7333438183,n3392
-174487.8549084315,744150.2557911595,n3393
-174489.79705761682,744149.7782385006,n3394
-174491.7392068021,744149.3006858416,n3395
-174493.6813559874,744148.8231331827,n3396
-174495.89675225737,744148.2783921364,n3397
-174447.46493926828,744133.9396207605,n3398
-174449.43341943366,744133.5859459969,n3399
-174451.40189959906,744133.2322712332,n3400
-174453.37037976444,744132.8785964696,n3401
-174455.33885992985,744132.524921706,n3402
-174457.30734009526,744132.1712469424,n3403
-174459.27582026063,744131.8175721787,n3404
-174461.24430042604,744131.463897415,n3405
-174463.21278059145,744131.1102226514,n3406
-174465.18126075683,744130.7565478877,n3407
-174467.14974092224,744130.4028731241,n3408
-174469.1182210876,744130.0491983604,n3409
-174471.08670125302,744129.6955235968,n3410
-174473.05518141843,744129.3418488331,n3411
-174475.0236615838,744128.9881740694,n3412
-174476.99214174922,744128.6344993059,n3413
-174480.0201074814,744128.0904678833,n3414
-174481.99395793065,744127.7681103117,n3415
-174483.96780837994,744127.4457527401,n3416
-174485.9416588292,744127.1233951686,n3417
-174487.91550927845,744126.8010375971,n3418
-174489.88935972773,744126.4786800256,n3419
-174491.863210177,744126.156322454,n3420
-174493.83706062625,744125.8339648824,n3421
-174495.81091107553,744125.5116073109,n3422
-174497.7847615248,744125.1892497393,n3423
-174499.75861197404,744124.8668921678,n3424
-174501.73246242333,744124.5445345963,n3425
-174503.7063128726,744124.2221770247,n3426
-174505.68016332184,744123.8998194531,n3427
-174507.65401377113,744123.5774618816,n3428
-174509.62786422038,744123.25510431,n3429
-174511.60171466964,744122.9327467385,n3430
-174513.5755651189,744122.610389167,n3431
-174515.54941556818,744122.2880315954,n3432
-174517.52326601744,744121.9656740238,n3433
-174519.4971164667,744121.6433164523,n3434
-174521.47096691598,744121.3209588807,n3435
-174523.44481736523,744120.9986013093,n3436
-174525.4186678145,744120.6762437377,n3437
-174527.39251826378,744120.3538861661,n3438
-174529.36636871303,744120.0315285946,n3439
-174531.3402191623,744119.709171023,n3440
-174535.15924206693,744119.0854708082,n3441
-174537.15679636583,744118.98659299,n3442
-174539.15435066473,744118.8877151717,n3443
-174541.15190496363,744118.7888373535,n3444
-174543.14945926255,744118.6899595353,n3445
-174545.14701356145,744118.591081717,n3446
-174547.14456786035,744118.4922038987,n3447
-174549.14212215925,744118.3933260805,n3448
-174551.13967645814,744118.2944482623,n3449
-174553.13723075704,744118.1955704441,n3450
-174556.85484647888,744118.0115505494,n3451
-174558.8533334726,744117.933770501,n3452
-174560.8518204663,744117.8559904527,n3453
-174562.85030746003,744117.7782104043,n3454
-174564.84879445378,744117.700430356,n3455
-174566.8472814475,744117.6226503076,n3456
-174568.8457684412,744117.5448702592,n3457
-174570.84425543493,744117.4670902109,n3458
-174572.84274242865,744117.3893101625,n3459
-174574.84122942237,744117.3115301142,n3460
-174576.83971641609,744117.2337500658,n3461
-174578.83820340983,744117.1559700174,n3462
-174580.83669040355,744117.0781899691,n3463
-174582.83517739727,744117.0004099207,n3464
-174584.833664391,744116.9226298723,n3465
-174586.8321513847,744116.844849824,n3466
-174588.83063837842,744116.7670697757,n3467
-174590.82912537217,744116.6892897274,n3468
-174592.8276123659,744116.611509679,n3469
-174594.8260993596,744116.5337296306,n3470
-174596.82458635332,744116.4559495823,n3471
-174598.82307334704,744116.3781695339,n3472
-174600.82156034076,744116.3003894856,n3473
-174602.82004733448,744116.2226094372,n3474
-174604.81853432822,744116.1448293888,n3475
-174606.81702132194,744116.0670493405,n3476
-174608.81550831566,744115.9892692921,n3477
-174610.81399530938,744115.9114892437,n3478
-174612.8124823031,744115.8337091954,n3479
-174614.8109692968,744115.755929147,n3480
-174616.80945629053,744115.6781490986,n3481
-174618.80794328428,744115.6003690503,n3482
-174621.91296881298,744115.4795231121,n3483
-174621.94326027104,744113.4797525184,n3484
-174621.9735517291,744111.4799819246,n3485
-174622.00384318718,744109.4802113308,n3486
-174622.03413464522,744107.4804407371,n3487
-174622.0644261033,744105.4806701434,n3488
-174622.09471756135,744103.4808995497,n3489
-174622.12500901942,744101.481128956,n3490
-174622.1553004775,744099.4813583621,n3491
-174622.2089139361,744095.941924316,n3492
-174621.88115817303,744093.9689630494,n3493
-174621.55340240995,744091.9960017827,n3494
-174621.22564664687,744090.023040516,n3495
-174620.89789088382,744088.0500792493,n3496
-174620.32463277836,744084.5992900786,n3497
-174618.33139018266,744084.4350221427,n3498
-174616.338147587,744084.2707542068,n3499
-174614.3449049913,744084.106486271,n3500
-174611.22114645693,744083.8490497865,n3501
-174609.22136442573,744083.8195230584,n3502
-174607.22158239453,744083.7899963302,n3503
-174605.2218003633,744083.7604696021,n3504
-174603.2220183321,744083.7309428739,n3505
-174601.2222363009,744083.7014161458,n3506
-174599.2224542697,744083.6718894176,n3507
-174597.2226722385,744083.6423626895,n3508
-174595.22289020728,744083.6128359614,n3509
-174593.22310817608,744083.5833092332,n3510
-174590.8541154385,744083.5483311189,n3511
-174588.85414103803,744083.5382119542,n3512
-174586.85416663758,744083.5280927895,n3513
-174584.8541922371,744083.5179736246,n3514
-174581.92798473252,744083.5031680473,n3515
-174579.92801033205,744083.4930488826,n3516
-174577.9280359316,744083.4829297179,n3517
-174575.92806153113,744083.4728105532,n3518
-174573.92808713068,744083.4626913884,n3519
-174571.9281127302,744083.4525722236,n3520
-174569.92813832973,744083.4424530589,n3521
-174567.9281639293,744083.4323338942,n3522
-174565.92818952881,744083.4222147295,n3523
-174563.92821512837,744083.4120955648,n3524
-174561.9282407279,744083.4019764,n3525
-174559.92826632745,744083.3918572353,n3526
-174557.92829192698,744083.3817380706,n3527
-174554.37561073224,744083.3637627574,n3528
-174552.3757585375,744083.3394481691,n3529
-174550.37590634276,744083.3151335808,n3530
-174548.37605414802,744083.2908189924,n3531
-174546.3762019533,744083.2665044041,n3532
-174544.37634975856,744083.2421898158,n3533
-174542.37649756382,744083.2178752276,n3534
-174540.37664536908,744083.1935606392,n3535
-174536.70062899825,744083.1488669239,n3536
-174534.7008208953,744083.1765716397,n3537
-174532.7010127923,744083.2042763557,n3538
-174530.70120468934,744083.2319810715,n3539
-174528.70139658637,744083.2596857874,n3540
-174526.70158848338,744083.2873905033,n3541
-174524.70178038042,744083.3150952192,n3542
-174522.70197227743,744083.342799935,n3543
-174520.70216417446,744083.370504651,n3544
-174518.7023560715,744083.3982093668,n3545
-174516.7025479685,744083.4259140827,n3546
-174514.70273986555,744083.4536187986,n3547
-174512.7029317626,744083.4813235145,n3548
-174510.7031236596,744083.5090282303,n3549
-174508.70331555663,744083.5367329463,n3550
-174506.70350745364,744083.5644376621,n3551
-174504.70369935068,744083.592142378,n3552
-174502.70389124771,744083.6198470939,n3553
-174500.70408314472,744083.6475518098,n3554
-174498.70427504176,744083.6752565256,n3555
-174496.7044669388,744083.7029612416,n3556
-174493.56690034922,744083.7464281076,n3557
-174491.56986205297,744083.8552308804,n3558
-174489.57282375675,744083.9640336533,n3559
-174487.5757854605,744084.072836426,n3560
-174485.57874716428,744084.1816391988,n3561
-174483.58170886803,744084.2904419716,n3562
-174481.5846705718,744084.3992447444,n3563
-174479.58763227556,744084.5080475173,n3564
-174477.59059397934,744084.6168502901,n3565
-174475.5935556831,744084.7256530628,n3566
-174473.59651738688,744084.8344558356,n3567
-174471.59947909063,744084.9432586085,n3568
-174469.6024407944,744085.0520613813,n3569
-174467.60540249816,744085.1608641541,n3570
-174465.60836420194,744085.2696669268,n3571
-174463.6113259057,744085.3784696996,n3572
-174461.61428760947,744085.4872724725,n3573
-174459.61724931322,744085.5960752453,n3574
-174457.620211017,744085.7048780181,n3575
-174455.62317272075,744085.8136807908,n3576
-174453.62613442453,744085.9224835637,n3577
-174451.62909612828,744086.0312863365,n3578
-174449.63205783206,744086.1400891093,n3579
-174447.6350195358,744086.2488918821,n3580
-174445.6379812396,744086.357694655,n3581
-174443.64094294334,744086.4664974277,n3582
-174441.6439046471,744086.5753002005,n3583
-174556.71210068665,744116.0166511438,n3584
-174556.5693548944,744114.021751738,n3585
-174556.42660910217,744112.0268523324,n3586
-174556.28386330995,744110.0319529267,n3587
-174556.14111751772,744108.037053521,n3588
-174555.99837172547,744106.0421541153,n3589
-174555.85562593324,744104.0472547096,n3590
-174555.712880141,744102.0523553039,n3591
-174555.57013434876,744100.0574558983,n3592
-174555.42738855653,744098.0625564926,n3593
-174555.2846427643,744096.0676570869,n3594
-174555.14189697208,744094.0727576812,n3595
-174554.99915117983,744092.0778582755,n3596
-174554.8564053876,744090.0829588699,n3597
-174554.71365959538,744088.0880594641,n3598
-174554.57091380315,744086.0931600585,n3599
-174581.87598031387,744079.8898166826,n3600
-174536.91082037994,744081.1599426963,n3601
-174537.12101176166,744079.1710184687,n3602
-174537.33120314335,744077.1820942411,n3603
-174537.54139452503,744075.1931700136,n3604
-174537.75158590675,744073.204245786,n3605
-174537.96177728844,744071.2153215584,n3606
-174538.17196867013,744069.2263973308,n3607
-174538.38216005184,744067.2374731032,n3608
-174538.59235143353,744065.2485488757,n3609
-174538.80254281522,744063.259624648,n3610
-174539.01273419693,744061.2707004205,n3611
-174539.22292557862,744059.281776193,n3612
-174539.4720134873,744056.9247957479,n3613
-174539.4777816219,744054.9248040657,n3614
-174539.48354975652,744052.9248123836,n3615
-174539.49010111994,744050.6532509056,n3616
-174539.46330257138,744048.6534304542,n3617
-174539.43650402283,744046.6536100028,n3618
-174539.39150906767,744043.2958971263,n3619
-174537.05831855838,744043.6074238493,n3620
-174427.40731997116,743999.1831770481,n3621
-174429.31125320704,743999.7955807005,n3622
-174431.2151864429,744000.4079843528,n3623
-174433.11911967877,744001.0203880051,n3624
-174435.02305291462,744001.6327916575,n3625
-174438.48660006837,744002.7468480156,n3626
-174440.2534397565,744001.8096834001,n3627
-174442.02027944464,744000.8725187847,n3628
-174443.78711913276,743999.9353541692,n3629
-174445.55395882088,743998.9981895537,n3630
-174447.320798509,743998.0610249384,n3631
-174449.08763819715,743997.1238603229,n3632
-174450.85447788527,743996.1866957074,n3633
-174452.7872167137,743995.1615351039,n3634
-174454.5840180676,743994.2831815904,n3635
-174456.38081942147,743993.404828077,n3636
-174458.17762077536,743992.5264745634,n3637
-174459.97442212922,743991.6481210499,n3638
-174461.7712234831,743990.7697675363,n3639
-174463.56802483698,743989.8914140229,n3640
-174465.36482619087,743989.0130605093,n3641
-174467.16162754473,743988.1347069958,n3642
-174469.46445393376,743987.0089867567,n3643
-174471.45650813475,743986.8308854924,n3644
-174473.44856233575,743986.6527842282,n3645
-174475.4406165367,743986.4746829639,n3646
-174477.4326707377,743986.2965816996,n3647
-174479.4247249387,743986.1184804353,n3648
-174481.4167791397,743985.9403791712,n3649
-174483.40883334068,743985.7622779069,n3650
-174485.4900723288,743985.5762030025,n3651
-174487.4821264863,743985.3981012519,n3652
-174489.47418064383,743985.2199995015,n3653
-174491.46623480134,743985.0418977509,n3654
-174493.45828895885,743984.8637960005,n3655
-174495.58996804748,743984.6732109324,n3656
-174497.4196267758,743983.8655297218,n3657
-174499.24928550413,743983.0578485113,n3658
-174501.07894423246,743982.2501673008,n3659
-174502.9086029608,743981.4424860902,n3660
-174504.73826168908,743980.6348048797,n3661
-174506.5679204174,743979.8271236691,n3662
-174508.39757914573,743979.0194424585,n3663
-174510.22723787406,743978.2117612481,n3664
-174512.0568966024,743977.4040800375,n3665
-174513.8865553307,743976.5963988269,n3666
-174517.3033875183,743975.0880786605,n3667
-174435.74548435357,744059.6027773604,n3668
-174437.42143334463,744058.5113585684,n3669
-174439.09738233572,744057.4199397766,n3670
-174440.7733313268,744056.3285209847,n3671
-174443.99036808326,744054.2335083149,n3672
-174444.88523891897,744052.444875824,n3673
-174445.78010975468,744050.6562433332,n3674
-174446.67498059038,744048.8676108423,n3675
-174447.5698514261,744047.0789783514,n3676
-174448.4647222618,744045.2903458605,n3677
-174450.01567219914,744042.1903683678,n3678
-174450.1700247406,744040.1963334401,n3679
-174450.32437728206,744038.2022985124,n3680
-174450.47872982352,744036.2082635846,n3681
-174450.7623741613,744032.5439460992,n3682
-174452.0799074533,744031.0392514376,n3683
-174453.3974407453,744029.5345567762,n3684
-174454.71497403728,744028.0298621146,n3685
-174456.03250732928,744026.5251674531,n3686
-174457.3500406213,744025.0204727915,n3687
-174458.6675739133,744023.5157781299,n3688
-174459.98510720528,744022.0110834684,n3689
-174461.30264049728,744020.5063888069,n3690
-174462.62017378927,744019.0016941454,n3691
-174463.93770708126,744017.4969994838,n3692
-174465.25524037326,744015.9923048222,n3693
-174466.57277366525,744014.4876101607,n3694
-174467.89030695727,744012.9829154991,n3695
-174469.20784024926,744011.4782208377,n3696
-174471.19757722341,744009.2058330193,n3697
-174473.15138114226,744008.7784570178,n3698
-174475.10518506114,744008.3510810164,n3699
-174477.05898898,744007.9237050149,n3700
-174479.01279289887,744007.4963290135,n3701
-174480.9665968177,744007.068953012,n3702
-174482.9204007366,744006.6415770105,n3703
-174484.87420465544,744006.214201009,n3704
-174487.14110723042,744005.7183376581,n3705
-174489.09491103326,744005.2909611262,n3706
-174491.0487148361,744004.8635845943,n3707
-174493.00251863897,744004.4362080626,n3708
-174494.9563224418,744004.0088315307,n3709
-174496.91012624465,744003.5814549988,n3710
-174499.49081397426,744003.0169533994,n3711
-174501.48858284444,744003.1113967231,n3712
-174503.4863517146,744003.2058400468,n3713
-174505.48412058476,744003.3002833705,n3714
-174507.48188945494,744003.3947266942,n3715
-174509.4796583251,744003.4891700179,n3716
-174511.47742719526,744003.5836133416,n3717
-174513.47519606544,744003.6780566652,n3718
-174515.4729649356,744003.772499989,n3719
-174517.47073380576,744003.8669433127,n3720
-174519.46850267594,744003.9613866364,n3721
-174521.46627154612,744004.05582996,n3722
-174523.46404041626,744004.1502732837,n3723
-174525.46180928644,744004.2447166075,n3724
-174527.45957815662,744004.3391599312,n3725
-174529.45734702676,744004.4336032548,n3726
-174531.45511589694,744004.5280465785,n3727
-174533.45288476712,744004.6224899022,n3728
-174535.45065363726,744004.7169332259,n3729
-174537.44842250744,744004.8113765497,n3730
-174539.44619137762,744004.9058198733,n3731
-174541.44396024777,744005.000263197,n3732
-174543.44172911794,744005.0947065207,n3733
-174545.43949798812,744005.1891498443,n3734
-174547.43726685827,744005.2835931681,n3735
-174549.43503572844,744005.3780364918,n3736
-174551.43280459862,744005.4724798155,n3737
-174553.87757368534,744005.588054806,n3738
-174555.8717347395,744005.4353403992,n3739
-174557.86589579366,744005.2826259923,n3740
-174559.86005684783,744005.1299115854,n3741
-174561.854217902,744004.9771971785,n3742
-174563.84837895614,744004.8244827717,n3743
-174565.84254001032,744004.6717683648,n3744
-174567.8367010645,744004.519053958,n3745
-174569.83086211863,744004.366339551,n3746
-174571.8250231728,744004.2136251442,n3747
-174573.81918422697,744004.0609107374,n3748
-174575.81334528112,744003.9081963305,n3749
-174577.8075063353,744003.7554819237,n3750
-174579.80166738946,744003.6027675167,n3751
-174581.7958284436,744003.4500531099,n3752
-174583.78998949777,744003.2973387031,n3753
-174585.78415055195,744003.1446242962,n3754
-174587.7783116061,744002.9919098894,n3755
-174589.77247266026,744002.8391954824,n3756
-174591.76663371443,744002.6864810756,n3757
-174593.76079476858,744002.5337666688,n3758
-174595.75495582275,744002.3810522619,n3759
-174597.74911687692,744002.2283378551,n3760
-174599.74327793106,744002.0756234481,n3761
-174601.73743898523,744001.9229090413,n3762
-174603.7316000394,744001.7701946344,n3763
-174605.72576109355,744001.6174802276,n3764
-174607.71992214772,744001.4647658208,n3765
-174609.7140832019,744001.3120514138,n3766
-174611.70824425603,744001.159337007,n3767
-174613.7024053102,744001.0066226001,n3768
-174615.69656636438,744000.8539081933,n3769
-174617.69072741852,744000.7011937863,n3770
-174620.62702865814,744000.4763295503,n3771
-174438.5199706544,744101.3465941136,n3772
-174436.60542402338,744101.9249635438,n3773
-174434.6908773924,744102.5033329739,n3774
-174432.7763307614,744103.0817024042,n3775
-174430.86178413042,744103.6600718343,n3776
-174428.9472374994,744104.2384412645,n3777
-174427.03269086842,744104.8168106946,n3778
-174425.11814423744,744105.3951801248,n3779
-174423.20359760645,744105.9735495549,n3780
-174421.28905097544,744106.5519189852,n3781
-174419.37450434445,744107.1302884154,n3782
-174417.45995771346,744107.7086578455,n3783
-174414.89942083182,744108.4821758331,n3784
-174412.96369665227,744108.9851389538,n3785
-174411.02797247274,744109.4881020744,n3786
-174409.0922482932,744109.9910651951,n3787
-174407.15652411367,744110.4940283158,n3788
-174405.22079993412,744110.9969914365,n3789
-174403.2850757546,744111.499954557,n3790
-174401.34935157505,744112.0029176777,n3791
-174399.41362739552,744112.5058807984,n3792
-174397.47790321597,744113.0088439191,n3793
-174395.54217903645,744113.5118070397,n3794
-174393.6064548569,744114.0147701604,n3795
-174391.67073067738,744114.5177332811,n3796
-174389.73500649782,744115.0206964017,n3797
-174387.7992823183,744115.5236595224,n3798
-174385.86355813875,744116.0266226431,n3799
-174383.9278339592,744116.5295857638,n3800
-174381.99210977968,744117.0325488844,n3801
-174380.05638560012,744117.5355120051,n3802
-174377.49028580927,744118.2022668932,n3803
-174375.54812068972,744118.6797547449,n3804
-174373.60595557018,744119.1572425964,n3805
-174371.66379045064,744119.634730448,n3806
-174369.72162533106,744120.1122182995,n3807
-174367.77946021152,744120.5897061512,n3808
-174365.83729509197,744121.0671940027,n3809
-174363.89512997243,744121.5446818543,n3810
-174361.95296485288,744122.022169706,n3811
-174360.01079973334,744122.4996575575,n3812
-174358.0686346138,744122.9771454091,n3813
-174355.18958306723,744123.6849699517,n3814
-174423.58574851873,743999.1388083157,n3815
-174421.66811030213,743999.7068432358,n3816
-174419.75047208555,744000.2748781557,n3817
-174417.83283386898,744000.8429130757,n3818
-174415.91519565237,744001.4109479956,n3819
-174413.9975574358,744001.9789829155,n3820
-174412.0799192192,744002.5470178355,n3821
-174410.16228100262,744003.1150527555,n3822
-174408.24464278604,744003.6830876755,n3823
-174406.32700456944,744004.2511225954,n3824
-174404.40936635286,744004.8191575153,n3825
-174402.4917281363,744005.3871924353,n3826
-174400.57408991968,744005.9552273552,n3827
-174398.6564517031,744006.5232622753,n3828
-174396.73881348653,744007.0912971952,n3829
-174393.62344284862,744008.0141194959,n3830
-174391.69922525564,744008.5594511884,n3831
-174389.77500766268,744009.104782881,n3832
-174387.8507900697,744009.6501145735,n3833
-174385.92657247672,744010.1954462661,n3834
-174384.00235488376,744010.7407779585,n3835
-174382.07813729078,744011.2861096511,n3836
-174380.1539196978,744011.8314413436,n3837
-174378.22970210484,744012.3767730362,n3838
-174376.30548451186,744012.9221047288,n3839
-174374.38126691888,744013.4674364213,n3840
-174372.45704932592,744014.0127681139,n3841
-174370.53283173294,744014.5580998064,n3842
-174368.60861413996,744015.103431499,n3843
-174366.684396547,744015.6487631914,n3844
-174364.76017895402,744016.194094884,n3845
-174362.83596136104,744016.7394265765,n3846
-174360.76837382806,744017.325389938,n3847
-174358.83854568744,744017.8505216811,n3848
-174356.9087175468,744018.3756534242,n3849
-174354.97888940616,744018.9007851674,n3850
-174353.04906126554,744019.4259169104,n3851
-174351.11923312492,744019.9510486536,n3852
-174349.18940498427,744020.4761803966,n3853
-174347.25957684364,744021.0013121398,n3854
-174345.32974870302,744021.5264438828,n3855
-174343.39992056237,744022.051575626,n3856
-174341.47009242175,744022.5767073691,n3857
-174339.54026428112,744023.1018391122,n3858
-174337.61043614047,744023.6269708554,n3859
-174335.68060799985,744024.1521025985,n3860
-174333.75077985923,744024.6772343416,n3861
-174330.07266213073,744025.6780987883,n3862
-174328.140891159,744026.1960378898,n3863
-174326.20912018733,744026.7139769912,n3864
-174324.2773492156,744027.2319160928,n3865
-174322.3455782439,744027.7498551944,n3866
-174319.64622280904,744028.473596129,n3867
-174317.7144516363,744028.9915344807,n3868
-174315.78268046357,744029.5094728324,n3869
-174313.8509092908,744030.0274111842,n3870
-174311.91913811807,744030.5453495358,n3871
-174309.98736694534,744031.0632878875,n3872
-174308.0555957726,744031.5812262392,n3873
-174306.12382459987,744032.0991645909,n3874
-174304.1920534271,744032.6171029427,n3875
-174302.26028225437,744033.1350412944,n3876
-174300.32851108164,744033.6529796461,n3877
-174298.3967399089,744034.1709179977,n3878
-174296.46496873617,744034.6888563494,n3879
-174294.5331975634,744035.2067947012,n3880
-174292.60142639067,744035.7247330529,n3881
-174290.02480462636,744036.4155660296,n3882
-174288.04614222297,744036.7069336557,n3883
-174286.0674798196,744036.9983012816,n3884
-174284.08881741622,744037.2896689076,n3885
-174282.11015501287,744037.5810365336,n3886
-174280.13149260948,744037.8724041596,n3887
-174278.15283020612,744038.1637717856,n3888
-174276.17416780273,744038.4551394116,n3889
-174274.19550539937,744038.7465070375,n3890
-174272.216842996,744039.0378746636,n3891
-174270.23818059263,744039.3292422895,n3892
-174268.25951818924,744039.6206099156,n3893
-174264.73556215028,744040.1395295167,n3894
-174262.7568996584,744040.4308965416,n3895
-174260.7782371665,744040.7222635665,n3896
-174257.9018140173,744041.1458299193,n3897
-174255.90204529386,744041.1762445997,n3898
-174253.90227657044,744041.2066592803,n3899
-174251.902507847,744041.2370739608,n3900
-174249.9027391236,744041.2674886414,n3901
-174247.90297040014,744041.2979033219,n3902
-174245.90320167673,744041.3283180024,n3903
-174243.9034329533,744041.358732683,n3904
-174241.90366422987,744041.3891473635,n3905
-174239.90389550643,744041.4195620441,n3906
-174237.904126783,744041.4499767246,n3907
-174235.90435805958,744041.480391405,n3908
-174233.90458933613,744041.5108060857,n3909
-174231.3026233682,744041.5503796437,n3910
-174229.3645357834,744041.0566018458,n3911
-174227.4264481986,744040.562824048,n3912
-174225.4883606138,744040.0690462501,n3913
-174223.550273029,744039.5752684523,n3914
-174221.61218544422,744039.0814906544,n3915
-174219.67409785942,744038.5877128566,n3916
-174217.73601027462,744038.0939350587,n3917
-174215.79792268982,744037.6001572608,n3918
-174213.85983510502,744037.106379463,n3919
-174211.92174752022,744036.6126016651,n3920
-174209.27363810388,744035.9379274934,n3921
-174207.5233446158,744034.9702122948,n3922
-174205.77305112767,744034.0024970963,n3923
-174204.02275763958,744033.0347818977,n3924
-174202.27246415147,744032.0670666992,n3925
-174200.52217066337,744031.0993515006,n3926
-174198.77187717526,744030.1316363021,n3927
-174197.02158368716,744029.1639211035,n3928
-174195.27129019905,744028.1962059049,n3929
-174193.52099671095,744027.2284907064,n3930
-174191.77070322286,744026.2607755079,n3931
-174190.02040973475,744025.2930603094,n3932
-174188.27011624665,744024.3253451107,n3933
-174186.51982275854,744023.3576299122,n3934
-174184.76952927044,744022.3899147137,n3935
-174183.01923578233,744021.4221995152,n3936
-174181.26894229423,744020.4544843165,n3937
-174179.51864880614,744019.486769118,n3938
-174177.76835531802,744018.5190539195,n3939
-174176.01806182993,744017.551338721,n3940
-174174.26776834182,744016.5836235224,n3941
-174172.51747485372,744015.6159083238,n3942
-174170.7671813656,744014.6481931253,n3943
-174169.01688787751,744013.6804779267,n3944
-174167.16750694867,744012.6579785317,n3945
-174165.21116577872,744012.2423714736,n3946
-174163.25482460877,744011.8267644154,n3947
-174161.29848343882,744011.4111573573,n3948
-174159.3421422689,744010.9955502991,n3949
-174157.38580109895,744010.579943241,n3950
-174155.429459929,744010.1643361829,n3951
-174153.47311875905,744009.7487291247,n3952
-174151.5167775891,744009.3331220666,n3953
-174149.56043641915,744008.9175150084,n3954
-174147.6040952492,744008.5019079503,n3955
-174145.64775407928,744008.086300892,n3956
-174143.69141290933,744007.670693834,n3957
-174141.7350717394,744007.2550867759,n3958
-174139.77873056944,744006.8394797177,n3959
-174137.23319182673,744006.2987029429,n3960
-174135.43324027697,744005.426823124,n3961
-174133.6332887272,744004.5549433052,n3962
-174131.83333717744,744003.6830634864,n3963
-174130.03338562767,744002.8111836675,n3964
-174128.2334340779,744001.9393038487,n3965
-174126.43348252814,744001.0674240298,n3966
-174124.63353097838,744000.195544211,n3967
-174122.8335794286,743999.3236643921,n3968
-174121.03362787887,743998.4517845734,n3969
-174119.2336763291,743997.5799047545,n3970
-174117.43372477934,743996.7080249357,n3971
-174115.63377322958,743995.8361451168,n3972
-174113.18490895574,743994.6499379993,n3973
-174111.36907252914,743993.8116432589,n3974
-174109.55323610254,743992.9733485185,n3975
-174107.73739967594,743992.1350537781,n3976
-174105.92156324934,743991.2967590375,n3977
-174104.10572682275,743990.4584642971,n3978
-174102.28989039615,743989.6201695567,n3979
-174100.47405396955,743988.7818748163,n3980
-174098.65821754295,743987.9435800759,n3981
-174096.84238111635,743987.1052853354,n3982
-174095.02654468975,743986.2669905949,n3983
-174093.21070826316,743985.4286958545,n3984
-174091.39487183656,743984.5904011141,n3985
-174089.57903540996,743983.7521063737,n3986
